2,2.1,vhigh_low,vhigh_med,vhigh_vhigh,vhigh.1_low,vhigh.1_med,vhigh.1_vhigh,small_med,small_small,med_low,med_med,output
5,5,0,0,1,0,0,1,0,1,0,1,2
5,5,0,0,1,0,0,1,0,1,0,0,2
5,5,0,0,1,0,0,1,1,0,1,0,2
5,5,0,0,1,0,0,1,1,0,0,1,2
5,5,0,0,1,0,0,1,1,0,0,0,2
5,5,0,0,1,0,0,1,0,0,1,0,2
5,5,0,0,1,0,0,1,0,0,0,1,2
5,5,0,0,1,0,0,1,0,0,0,0,2
2,2,0,0,1,0,0,0,0,1,1,0,2
2,2,0,0,1,0,0,0,0,1,0,1,2
2,2,0,0,1,0,0,0,0,1,0,0,2
2,2,0,0,1,0,0,0,1,0,1,0,2
2,2,0,0,1,0,0,0,1,0,0,1,2
2,2,0,0,1,0,0,0,1,0,0,0,2
2,2,0,0,1,0,0,0,0,0,1,0,2
2,2,0,0,1,0,0,0,0,0,0,1,2
2,2,0,0,1,0,0,0,0,0,0,0,2
2,4,0,0,1,0,0,0,0,1,1,0,2
2,4,0,0,1,0,0,0,0,1,0,1,2
2,4,0,0,1,0,0,0,0,1,0,0,2
2,4,0,0,1,0,0,0,1,0,1,0,2
2,4,0,0,1,0,0,0,1,0,0,1,2
2,4,0,0,1,0,0,0,1,0,0,0,2
2,4,0,0,1,0,0,0,0,0,1,0,2
2,4,0,0,1,0,0,0,0,0,0,1,2
2,4,0,0,1,0,0,0,0,0,0,0,2
2,5,0,0,1,0,0,0,0,1,1,0,2
2,5,0,0,1,0,0,0,0,1,0,1,2
2,5,0,0,1,0,0,0,0,1,0,0,2
2,5,0,0,1,0,0,0,1,0,1,0,2
2,5,0,0,1,0,0,0,1,0,0,1,2
2,5,0,0,1,0,0,0,1,0,0,0,2
2,5,0,0,1,0,0,0,0,0,1,0,2
2,5,0,0,1,0,0,0,0,0,0,1,2
2,5,0,0,1,0,0,0,0,0,0,0,2
3,2,0,0,1,0,0,0,0,1,1,0,2
3,2,0,0,1,0,0,0,0,1,0,1,2
3,2,0,0,1,0,0,0,0,1,0,0,2
3,2,0,0,1,0,0,0,1,0,1,0,2
3,2,0,0,1,0,0,0,1,0,0,1,2
3,2,0,0,1,0,0,0,1,0,0,0,2
3,2,0,0,1,0,0,0,0,0,1,0,2
3,2,0,0,1,0,0,0,0,0,0,1,2
3,2,0,0,1,0,0,0,0,0,0,0,2
3,4,0,0,1,0,0,0,0,1,1,0,2
3,4,0,0,1,0,0,0,0,1,0,1,2
3,4,0,0,1,0,0,0,0,1,0,0,2
3,4,0,0,1,0,0,0,1,0,1,0,2
3,4,0,0,1,0,0,0,1,0,0,1,2
3,4,0,0,1,0,0,0,1,0,0,0,2
3,4,0,0,1,0,0,0,0,0,1,0,2
3,4,0,0,1,0,0,0,0,0,0,1,2
3,4,0,0,1,0,0,0,0,0,0,0,2
3,5,0,0,1,0,0,0,0,1,1,0,2
3,5,0,0,1,0,0,0,0,1,0,1,2
3,5,0,0,1,0,0,0,0,1,0,0,2
3,5,0,0,1,0,0,0,1,0,1,0,2
3,5,0,0,1,0,0,0,1,0,0,1,2
3,5,0,0,1,0,0,0,1,0,0,0,2
3,5,0,0,1,0,0,0,0,0,1,0,2
3,5,0,0,1,0,0,0,0,0,0,1,2
3,5,0,0,1,0,0,0,0,0,0,0,2
4,2,0,0,1,0,0,0,0,1,1,0,2
4,2,0,0,1,0,0,0,0,1,0,1,2
4,2,0,0,1,0,0,0,0,1,0,0,2
4,2,0,0,1,0,0,0,1,0,1,0,2
4,2,0,0,1,0,0,0,1,0,0,1,2
4,2,0,0,1,0,0,0,1,0,0,0,2
4,2,0,0,1,0,0,0,0,0,1,0,2
4,2,0,0,1,0,0,0,0,0,0,1,2
4,2,0,0,1,0,0,0,0,0,0,0,2
4,4,0,0,1,0,0,0,0,1,1,0,2
4,4,0,0,1,0,0,0,0,1,0,1,2
4,4,0,0,1,0,0,0,0,1,0,0,2
4,4,0,0,1,0,0,0,1,0,1,0,2
4,4,0,0,1,0,0,0,1,0,0,1,2
4,4,0,0,1,0,0,0,1,0,0,0,2
4,4,0,0,1,0,0,0,0,0,1,0,2
4,4,0,0,1,0,0,0,0,0,0,1,2
4,4,0,0,1,0,0,0,0,0,0,0,2
4,5,0,0,1,0,0,0,0,1,1,0,2
4,5,0,0,1,0,0,0,0,1,0,1,2
4,5,0,0,1,0,0,0,0,1,0,0,2
4,5,0,0,1,0,0,0,1,0,1,0,2
4,5,0,0,1,0,0,0,1,0,0,1,2
4,5,0,0,1,0,0,0,1,0,0,0,2
4,5,0,0,1,0,0,0,0,0,1,0,2
4,5,0,0,1,0,0,0,0,0,0,1,2
4,5,0,0,1,0,0,0,0,0,0,0,2
5,2,0,0,1,0,0,0,0,1,1,0,2
5,2,0,0,1,0,0,0,0,1,0,1,2
5,2,0,0,1,0,0,0,0,1,0,0,2
5,2,0,0,1,0,0,0,1,0,1,0,2
5,2,0,0,1,0,0,0,1,0,0,1,2
5,2,0,0,1,0,0,0,1,0,0,0,2
5,2,0,0,1,0,0,0,0,0,1,0,2
5,2,0,0,1,0,0,0,0,0,0,1,2
5,2,0,0,1,0,0,0,0,0,0,0,2
5,4,0,0,1,0,0,0,0,1,1,0,2
5,4,0,0,1,0,0,0,0,1,0,1,2
5,4,0,0,1,0,0,0,0,1,0,0,2
5,4,0,0,1,0,0,0,1,0,1,0,2
5,4,0,0,1,0,0,0,1,0,0,1,2
5,4,0,0,1,0,0,0,1,0,0,0,2
5,4,0,0,1,0,0,0,0,0,1,0,2
5,4,0,0,1,0,0,0,0,0,0,1,2
5,4,0,0,1,0,0,0,0,0,0,0,2
5,5,0,0,1,0,0,0,0,1,1,0,2
5,5,0,0,1,0,0,0,0,1,0,1,2
5,5,0,0,1,0,0,0,0,1,0,0,2
5,5,0,0,1,0,0,0,1,0,1,0,2
5,5,0,0,1,0,0,0,1,0,0,1,2
5,5,0,0,1,0,0,0,1,0,0,0,2
5,5,0,0,1,0,0,0,0,0,1,0,2
5,5,0,0,1,0,0,0,0,0,0,1,2
5,5,0,0,1,0,0,0,0,0,0,0,2
2,2,0,0,1,0,1,0,0,1,1,0,2
2,2,0,0,1,0,1,0,0,1,0,1,2
2,2,0,0,1,0,1,0,0,1,0,0,2
2,2,0,0,1,0,1,0,1,0,1,0,2
2,2,0,0,1,0,1,0,1,0,0,1,2
2,2,0,0,1,0,1,0,1,0,0,0,2
2,2,0,0,1,0,1,0,0,0,1,0,2
2,2,0,0,1,0,1,0,0,0,0,1,2
2,2,0,0,1,0,1,0,0,0,0,0,2
2,4,0,0,1,0,1,0,0,1,1,0,2
2,4,0,0,1,0,1,0,0,1,0,1,2
2,4,0,0,1,0,1,0,0,1,0,0,0
2,4,0,0,1,0,1,0,1,0,1,0,2
2,4,0,0,1,0,1,0,1,0,0,1,2
2,4,0,0,1,0,1,0,1,0,0,0,0
2,4,0,0,1,0,1,0,0,0,1,0,2
2,4,0,0,1,0,1,0,0,0,0,1,0
2,4,0,0,1,0,1,0,0,0,0,0,0
2,5,0,0,1,0,1,0,0,1,1,0,2
2,5,0,0,1,0,1,0,0,1,0,1,2
2,5,0,0,1,0,1,0,0,1,0,0,2
2,5,0,0,1,0,1,0,1,0,1,0,2
2,5,0,0,1,0,1,0,1,0,0,1,2
2,5,0,0,1,0,1,0,1,0,0,0,0
2,5,0,0,1,0,1,0,0,0,1,0,2
2,5,0,0,1,0,1,0,0,0,0,1,0
2,5,0,0,1,0,1,0,0,0,0,0,0
3,2,0,0,1,0,1,0,0,1,1,0,2
3,2,0,0,1,0,1,0,0,1,0,1,2
3,2,0,0,1,0,1,0,0,1,0,0,2
3,2,0,0,1,0,1,0,1,0,1,0,2
3,2,0,0,1,0,1,0,1,0,0,1,2
3,2,0,0,1,0,1,0,1,0,0,0,2
3,2,0,0,1,0,1,0,0,0,1,0,2
3,2,0,0,1,0,1,0,0,0,0,1,2
3,2,0,0,1,0,1,0,0,0,0,0,2
3,4,0,0,1,0,1,0,0,1,1,0,2
3,4,0,0,1,0,1,0,0,1,0,1,2
3,4,0,0,1,0,1,0,0,1,0,0,0
3,4,0,0,1,0,1,0,1,0,1,0,2
3,4,0,0,1,0,1,0,1,0,0,1,2
3,4,0,0,1,0,1,0,1,0,0,0,0
3,4,0,0,1,0,1,0,0,0,1,0,2
3,4,0,0,1,0,1,0,0,0,0,1,0
3,4,0,0,1,0,1,0,0,0,0,0,0
3,5,0,0,1,0,1,0,0,1,1,0,2
3,5,0,0,1,0,1,0,0,1,0,1,2
3,5,0,0,1,0,1,0,0,1,0,0,0
3,5,0,0,1,0,1,0,1,0,1,0,2
3,5,0,0,1,0,1,0,1,0,0,1,0
3,5,0,0,1,0,1,0,1,0,0,0,0
3,5,0,0,1,0,1,0,0,0,1,0,2
3,5,0,0,1,0,1,0,0,0,0,1,0
3,5,0,0,1,0,1,0,0,0,0,0,0
4,2,0,0,1,0,1,0,0,1,1,0,2
4,2,0,0,1,0,1,0,0,1,0,1,2
4,2,0,0,1,0,1,0,0,1,0,0,2
4,2,0,0,1,0,1,0,1,0,1,0,2
4,2,0,0,1,0,1,0,1,0,0,1,2
4,2,0,0,1,0,1,0,1,0,0,0,2
4,2,0,0,1,0,1,0,0,0,1,0,2
4,2,0,0,1,0,1,0,0,0,0,1,2
4,2,0,0,1,0,1,0,0,0,0,0,2
4,4,0,0,1,0,1,0,0,1,1,0,2
4,4,0,0,1,0,1,0,0,1,0,1,2
4,4,0,0,1,0,1,0,0,1,0,0,0
4,4,0,0,1,0,1,0,1,0,1,0,2
4,4,0,0,1,0,1,0,1,0,0,1,0
4,4,0,0,1,0,1,0,1,0,0,0,0
4,4,0,0,1,0,1,0,0,0,1,0,2
4,4,0,0,1,0,1,0,0,0,0,1,0
4,4,0,0,1,0,1,0,0,0,0,0,0
4,5,0,0,1,0,1,0,0,1,1,0,2
4,5,0,0,1,0,1,0,0,1,0,1,2
4,5,0,0,1,0,1,0,0,1,0,0,0
4,5,0,0,1,0,1,0,1,0,1,0,2
4,5,0,0,1,0,1,0,1,0,0,1,0
4,5,0,0,1,0,1,0,1,0,0,0,0
4,5,0,0,1,0,1,0,0,0,1,0,2
4,5,0,0,1,0,1,0,0,0,0,1,0
4,5,0,0,1,0,1,0,0,0,0,0,0
5,2,0,0,1,0,1,0,0,1,1,0,2
5,2,0,0,1,0,1,0,0,1,0,1,2
5,2,0,0,1,0,1,0,0,1,0,0,2
5,2,0,0,1,0,1,0,1,0,1,0,2
5,2,0,0,1,0,1,0,1,0,0,1,2
5,2,0,0,1,0,1,0,1,0,0,0,2
5,2,0,0,1,0,1,0,0,0,1,0,2
5,2,0,0,1,0,1,0,0,0,0,1,2
5,2,0,0,1,0,1,0,0,0,0,0,2
5,4,0,0,1,0,1,0,0,1,1,0,2
5,4,0,0,1,0,1,0,0,1,0,1,2
5,4,0,0,1,0,1,0,0,1,0,0,0
5,4,0,0,1,0,1,0,1,0,1,0,2
5,4,0,0,1,0,1,0,1,0,0,1,0
5,4,0,0,1,0,1,0,1,0,0,0,0
5,4,0,0,1,0,1,0,0,0,1,0,2
5,4,0,0,1,0,1,0,0,0,0,1,0
5,4,0,0,1,0,1,0,0,0,0,0,0
5,5,0,0,1,0,1,0,0,1,1,0,2
5,5,0,0,1,0,1,0,0,1,0,1,2
5,5,0,0,1,0,1,0,0,1,0,0,0
5,5,0,0,1,0,1,0,1,0,1,0,2
5,5,0,0,1,0,1,0,1,0,0,1,0
5,5,0,0,1,0,1,0,1,0,0,0,0
5,5,0,0,1,0,1,0,0,0,1,0,2
5,5,0,0,1,0,1,0,0,0,0,1,0
5,5,0,0,1,0,1,0,0,0,0,0,0
2,2,0,0,1,1,0,0,0,1,1,0,2
2,2,0,0,1,1,0,0,0,1,0,1,2
2,2,0,0,1,1,0,0,0,1,0,0,2
2,2,0,0,1,1,0,0,1,0,1,0,2
2,2,0,0,1,1,0,0,1,0,0,1,2
2,2,0,0,1,1,0,0,1,0,0,0,2
2,2,0,0,1,1,0,0,0,0,1,0,2
2,2,0,0,1,1,0,0,0,0,0,1,2
2,2,0,0,1,1,0,0,0,0,0,0,2
2,4,0,0,1,1,0,0,0,1,1,0,2
2,4,0,0,1,1,0,0,0,1,0,1,2
2,4,0,0,1,1,0,0,0,1,0,0,0
2,4,0,0,1,1,0,0,1,0,1,0,2
2,4,0,0,1,1,0,0,1,0,0,1,2
2,4,0,0,1,1,0,0,1,0,0,0,0
2,4,0,0,1,1,0,0,0,0,1,0,2
2,4,0,0,1,1,0,0,0,0,0,1,0
2,4,0,0,1,1,0,0,0,0,0,0,0
2,5,0,0,1,1,0,0,0,1,1,0,2
2,5,0,0,1,1,0,0,0,1,0,1,2
2,5,0,0,1,1,0,0,0,1,0,0,2
2,5,0,0,1,1,0,0,1,0,1,0,2
2,5,0,0,1,1,0,0,1,0,0,1,2
2,5,0,0,1,1,0,0,1,0,0,0,0
2,5,0,0,1,1,0,0,0,0,1,0,2
2,5,0,0,1,1,0,0,0,0,0,1,0
2,5,0,0,1,1,0,0,0,0,0,0,0
3,2,0,0,1,1,0,0,0,1,1,0,2
3,2,0,0,1,1,0,0,0,1,0,1,2
3,2,0,0,1,1,0,0,0,1,0,0,2
3,2,0,0,1,1,0,0,1,0,1,0,2
3,2,0,0,1,1,0,0,1,0,0,1,2
3,2,0,0,1,1,0,0,1,0,0,0,2
3,2,0,0,1,1,0,0,0,0,1,0,2
3,2,0,0,1,1,0,0,0,0,0,1,2
3,2,0,0,1,1,0,0,0,0,0,0,2
3,4,0,0,1,1,0,0,0,1,1,0,2
3,4,0,0,1,1,0,0,0,1,0,1,2
3,4,0,0,1,1,0,0,0,1,0,0,0
3,4,0,0,1,1,0,0,1,0,1,0,2
3,4,0,0,1,1,0,0,1,0,0,1,2
3,4,0,0,1,1,0,0,1,0,0,0,0
3,4,0,0,1,1,0,0,0,0,1,0,2
3,4,0,0,1,1,0,0,0,0,0,1,0
3,4,0,0,1,1,0,0,0,0,0,0,0
3,5,0,0,1,1,0,0,0,1,1,0,2
3,5,0,0,1,1,0,0,0,1,0,1,2
3,5,0,0,1,1,0,0,0,1,0,0,0
3,5,0,0,1,1,0,0,1,0,1,0,2
3,5,0,0,1,1,0,0,1,0,0,1,0
3,5,0,0,1,1,0,0,1,0,0,0,0
3,5,0,0,1,1,0,0,0,0,1,0,2
3,5,0,0,1,1,0,0,0,0,0,1,0
3,5,0,0,1,1,0,0,0,0,0,0,0
4,2,0,0,1,1,0,0,0,1,1,0,2
4,2,0,0,1,1,0,0,0,1,0,1,2
4,2,0,0,1,1,0,0,0,1,0,0,2
4,2,0,0,1,1,0,0,1,0,1,0,2
4,2,0,0,1,1,0,0,1,0,0,1,2
4,2,0,0,1,1,0,0,1,0,0,0,2
4,2,0,0,1,1,0,0,0,0,1,0,2
4,2,0,0,1,1,0,0,0,0,0,1,2
4,2,0,0,1,1,0,0,0,0,0,0,2
4,4,0,0,1,1,0,0,0,1,1,0,2
4,4,0,0,1,1,0,0,0,1,0,1,2
4,4,0,0,1,1,0,0,0,1,0,0,0
4,4,0,0,1,1,0,0,1,0,1,0,2
4,4,0,0,1,1,0,0,1,0,0,1,0
4,4,0,0,1,1,0,0,1,0,0,0,0
4,4,0,0,1,1,0,0,0,0,1,0,2
4,4,0,0,1,1,0,0,0,0,0,1,0
4,4,0,0,1,1,0,0,0,0,0,0,0
4,5,0,0,1,1,0,0,0,1,1,0,2
4,5,0,0,1,1,0,0,0,1,0,1,2
4,5,0,0,1,1,0,0,0,1,0,0,0
4,5,0,0,1,1,0,0,1,0,1,0,2
4,5,0,0,1,1,0,0,1,0,0,1,0
4,5,0,0,1,1,0,0,1,0,0,0,0
4,5,0,0,1,1,0,0,0,0,1,0,2
4,5,0,0,1,1,0,0,0,0,0,1,0
4,5,0,0,1,1,0,0,0,0,0,0,0
5,2,0,0,1,1,0,0,0,1,1,0,2
5,2,0,0,1,1,0,0,0,1,0,1,2
5,2,0,0,1,1,0,0,0,1,0,0,2
5,2,0,0,1,1,0,0,1,0,1,0,2
5,2,0,0,1,1,0,0,1,0,0,1,2
5,2,0,0,1,1,0,0,1,0,0,0,2
5,2,0,0,1,1,0,0,0,0,1,0,2
5,2,0,0,1,1,0,0,0,0,0,1,2
5,2,0,0,1,1,0,0,0,0,0,0,2
5,4,0,0,1,1,0,0,0,1,1,0,2
5,4,0,0,1,1,0,0,0,1,0,1,2
5,4,0,0,1,1,0,0,0,1,0,0,0
5,4,0,0,1,1,0,0,1,0,1,0,2
5,4,0,0,1,1,0,0,1,0,0,1,0
5,4,0,0,1,1,0,0,1,0,0,0,0
5,4,0,0,1,1,0,0,0,0,1,0,2
5,4,0,0,1,1,0,0,0,0,0,1,0
5,4,0,0,1,1,0,0,0,0,0,0,0
5,5,0,0,1,1,0,0,0,1,1,0,2
5,5,0,0,1,1,0,0,0,1,0,1,2
5,5,0,0,1,1,0,0,0,1,0,0,0
5,5,0,0,1,1,0,0,1,0,1,0,2
5,5,0,0,1,1,0,0,1,0,0,1,0
5,5,0,0,1,1,0,0,1,0,0,0,0
5,5,0,0,1,1,0,0,0,0,1,0,2
5,5,0,0,1,1,0,0,0,0,0,1,0
5,5,0,0,1,1,0,0,0,0,0,0,0
2,2,0,0,0,0,0,1,0,1,1,0,2
2,2,0,0,0,0,0,1,0,1,0,1,2
2,2,0,0,0,0,0,1,0,1,0,0,2
2,2,0,0,0,0,0,1,1,0,1,0,2
2,2,0,0,0,0,0,1,1,0,0,1,2
2,2,0,0,0,0,0,1,1,0,0,0,2
2,2,0,0,0,0,0,1,0,0,1,0,2
2,2,0,0,0,0,0,1,0,0,0,1,2
2,2,0,0,0,0,0,1,0,0,0,0,2
2,4,0,0,0,0,0,1,0,1,1,0,2
2,4,0,0,0,0,0,1,0,1,0,1,2
2,4,0,0,0,0,0,1,0,1,0,0,2
2,4,0,0,0,0,0,1,1,0,1,0,2
2,4,0,0,0,0,0,1,1,0,0,1,2
2,4,0,0,0,0,0,1,1,0,0,0,2
2,4,0,0,0,0,0,1,0,0,1,0,2
2,4,0,0,0,0,0,1,0,0,0,1,2
2,4,0,0,0,0,0,1,0,0,0,0,2
2,5,0,0,0,0,0,1,0,1,1,0,2
2,5,0,0,0,0,0,1,0,1,0,1,2
2,5,0,0,0,0,0,1,0,1,0,0,2
2,5,0,0,0,0,0,1,1,0,1,0,2
2,5,0,0,0,0,0,1,1,0,0,1,2
2,5,0,0,0,0,0,1,1,0,0,0,2
2,5,0,0,0,0,0,1,0,0,1,0,2
2,5,0,0,0,0,0,1,0,0,0,1,2
2,5,0,0,0,0,0,1,0,0,0,0,2
3,2,0,0,0,0,0,1,0,1,1,0,2
3,2,0,0,0,0,0,1,0,1,0,1,2
3,2,0,0,0,0,0,1,0,1,0,0,2
3,2,0,0,0,0,0,1,1,0,1,0,2
3,2,0,0,0,0,0,1,1,0,0,1,2
3,2,0,0,0,0,0,1,1,0,0,0,2
3,2,0,0,0,0,0,1,0,0,1,0,2
3,2,0,0,0,0,0,1,0,0,0,1,2
3,2,0,0,0,0,0,1,0,0,0,0,2
3,4,0,0,0,0,0,1,0,1,1,0,2
3,4,0,0,0,0,0,1,0,1,0,1,2
3,4,0,0,0,0,0,1,0,1,0,0,2
3,4,0,0,0,0,0,1,1,0,1,0,2
3,4,0,0,0,0,0,1,1,0,0,1,2
3,4,0,0,0,0,0,1,1,0,0,0,2
3,4,0,0,0,0,0,1,0,0,1,0,2
3,4,0,0,0,0,0,1,0,0,0,1,2
3,4,0,0,0,0,0,1,0,0,0,0,2
3,5,0,0,0,0,0,1,0,1,1,0,2
3,5,0,0,0,0,0,1,0,1,0,1,2
3,5,0,0,0,0,0,1,0,1,0,0,2
3,5,0,0,0,0,0,1,1,0,1,0,2
3,5,0,0,0,0,0,1,1,0,0,1,2
3,5,0,0,0,0,0,1,1,0,0,0,2
3,5,0,0,0,0,0,1,0,0,1,0,2
3,5,0,0,0,0,0,1,0,0,0,1,2
3,5,0,0,0,0,0,1,0,0,0,0,2
4,2,0,0,0,0,0,1,0,1,1,0,2
4,2,0,0,0,0,0,1,0,1,0,1,2
4,2,0,0,0,0,0,1,0,1,0,0,2
4,2,0,0,0,0,0,1,1,0,1,0,2
4,2,0,0,0,0,0,1,1,0,0,1,2
4,2,0,0,0,0,0,1,1,0,0,0,2
4,2,0,0,0,0,0,1,0,0,1,0,2
4,2,0,0,0,0,0,1,0,0,0,1,2
4,2,0,0,0,0,0,1,0,0,0,0,2
4,4,0,0,0,0,0,1,0,1,1,0,2
4,4,0,0,0,0,0,1,0,1,0,1,2
4,4,0,0,0,0,0,1,0,1,0,0,2
4,4,0,0,0,0,0,1,1,0,1,0,2
4,4,0,0,0,0,0,1,1,0,0,1,2
4,4,0,0,0,0,0,1,1,0,0,0,2
4,4,0,0,0,0,0,1,0,0,1,0,2
4,4,0,0,0,0,0,1,0,0,0,1,2
4,4,0,0,0,0,0,1,0,0,0,0,2
4,5,0,0,0,0,0,1,0,1,1,0,2
4,5,0,0,0,0,0,1,0,1,0,1,2
4,5,0,0,0,0,0,1,0,1,0,0,2
4,5,0,0,0,0,0,1,1,0,1,0,2
4,5,0,0,0,0,0,1,1,0,0,1,2
4,5,0,0,0,0,0,1,1,0,0,0,2
4,5,0,0,0,0,0,1,0,0,1,0,2
4,5,0,0,0,0,0,1,0,0,0,1,2
4,5,0,0,0,0,0,1,0,0,0,0,2
5,2,0,0,0,0,0,1,0,1,1,0,2
5,2,0,0,0,0,0,1,0,1,0,1,2
5,2,0,0,0,0,0,1,0,1,0,0,2
5,2,0,0,0,0,0,1,1,0,1,0,2
5,2,0,0,0,0,0,1,1,0,0,1,2
5,2,0,0,0,0,0,1,1,0,0,0,2
5,2,0,0,0,0,0,1,0,0,1,0,2
5,2,0,0,0,0,0,1,0,0,0,1,2
5,2,0,0,0,0,0,1,0,0,0,0,2
5,4,0,0,0,0,0,1,0,1,1,0,2
5,4,0,0,0,0,0,1,0,1,0,1,2
5,4,0,0,0,0,0,1,0,1,0,0,2
5,4,0,0,0,0,0,1,1,0,1,0,2
5,4,0,0,0,0,0,1,1,0,0,1,2
5,4,0,0,0,0,0,1,1,0,0,0,2
5,4,0,0,0,0,0,1,0,0,1,0,2
5,4,0,0,0,0,0,1,0,0,0,1,2
5,4,0,0,0,0,0,1,0,0,0,0,2
5,5,0,0,0,0,0,1,0,1,1,0,2
5,5,0,0,0,0,0,1,0,1,0,1,2
5,5,0,0,0,0,0,1,0,1,0,0,2
